millis	raw	load
2289	4336.00	-0.21
2300	4393.00	-0.21
2311	4527.00	-0.22
2323	4448.00	-0.22
2335	4492.00	-0.22
2346	4395.00	-0.21
2358	4427.00	-0.22
2369	4392.00	-0.21
2380	4346.00	-0.21
2391	4447.00	-0.22
2403	4468.00	-0.22
2414	4426.00	-0.22
2426	4311.00	-0.21
2437	4445.00	-0.22
2449	4326.00	-0.21
2460	4438.00	-0.22
2471	4306.00	-0.21
2482	4190.00	-0.20
2494	4298.00	-0.21
2505	4369.00	-0.21
2517	4360.00	-0.21
2529	4455.00	-0.22
2540	4467.00	-0.22
2558	4376.00	-0.21
2562	4290.00	-0.21
2574	4361.00	-0.21
2585	4340.00	-0.21
2596	4423.00	-0.22
2608	4377.00	-0.21
2620	4296.00	-0.21
2631	4335.00	-0.21
2642	4408.00	-0.21
2653	4454.00	-0.22
2665	4520.00	-0.22
2676	4449.00	-0.22
2687	4269.00	-0.21
2700	4275.00	-0.21
2711	4259.00	-0.21
2722	4230.00	-0.21
2733	4336.00	-0.21
2745	4322.00	-0.21
2756	4316.00	-0.21
2767	4342.00	-0.21
2778	4436.00	-0.22
2791	4467.00	-0.22
2802	4513.00	-0.22
2813	4432.00	-0.22
2824	4447.00	-0.22
2836	4482.00	-0.22
2853	4506.00	-0.22
2858	4507.00	-0.22
2870	4463.00	-0.22
2881	4447.00	-0.22
2893	4339.00	-0.21
2904	4341.00	-0.21
2916	4389.00	-0.21
2927	4393.00	-0.21
2938	4508.00	-0.22
2949	4480.00	-0.22
2961	4479.00	-0.22
2972	4434.00	-0.22
2984	4472.00	-0.22
2995	4423.00	-0.22
3007	4195.00	-0.20
3018	4207.00	-0.21
3029	4299.00	-0.21
3041	4416.00	-0.22
3052	4373.00	-0.21
3063	4371.00	-0.21
3075	4349.00	-0.21
3087	4430.00	-0.22
3098	4341.00	-0.21
3109	4353.00	-0.21
3120	4405.00	-0.21
3132	4308.00	-0.21
3151	4371.00	-0.21
3154	4390.00	-0.21
3166	4421.00	-0.22
3178	4509.00	-0.22
3189	4488.00	-0.22
3200	4526.00	-0.22
3212	4379.00	-0.21
3223	4429.00	-0.22
3234	4395.00	-0.21
3245	4295.00	-0.21
3257	4325.00	-0.21
3269	4316.00	-0.21
3280	4284.00	-0.21
3291	4200.00	-0.20
3303	4420.00	-0.22
3314	4379.00	-0.21
3325	4293.00	-0.21
3336	4352.00	-0.21
3348	4409.00	-0.22
3360	4365.00	-0.21
3371	4339.00	-0.21
3383	4269.00	-0.21
3394	4145.00	-0.20
3405	4151.00	-0.20
3416	4282.00	-0.21
3434	4387.00	-0.21
3439	4528.00	-0.22
3451	4428.00	-0.22
3462	4330.00	-0.21
3474	4216.00	-0.21
3485	4243.00	-0.21
3496	4469.00	-0.22
3507	4415.00	-0.22
3519	4524.00	-0.22
3530	4469.00	-0.22
3542	4427.00	-0.22
3554	4382.00	-0.21
3565	4361.00	-0.21
3576	4437.00	-0.22
3587	4410.00	-0.22
3599	4417.00	-0.22
3610	4567.00	-0.22
3621	4581.00	-0.22
3633	4511.00	-0.22
3645	4428.00	-0.22
3656	4423.00	-0.22
3667	4475.00	-0.22
3678	4367.00	-0.21
3690	4456.00	-0.22
3701	4496.00	-0.22
3712	4396.00	-0.21
3732	4526.00	-0.22
3736	4492.00	-0.22
3747	4471.00	-0.22
3758	4481.00	-0.22
3770	4406.00	-0.21
3781	4505.00	-0.22
3792	4415.00	-0.22
3803	4402.00	-0.21
3815	4513.00	-0.22
3827	4574.00	-0.22
3838	4497.00	-0.22
3849	4424.00	-0.22
3861	4407.00	-0.21
3872	4369.00	-0.21
3883	4489.00	-0.22
3895	4480.00	-0.22
3906	4576.00	-0.22
3918	4601.00	-0.22
3929	4429.00	-0.22
3941	4344.00	-0.21
3952	4276.00	-0.21
3963	4425.00	-0.22
3974	4485.00	-0.22
3986	4551.00	-0.22
3997	4437.00	-0.22
4016	4371.00	-0.21
4020	4405.00	-0.21
4032	4540.00	-0.22
4043	4380.00	-0.21
4054	4268.00	-0.21
4066	4361.00	-0.21
4077	4541.00	-0.22
4088	4486.00	-0.22
4100	4417.00	-0.22
4112	4477.00	-0.22
4123	4475.00	-0.22
4134	4480.00	-0.22
4145	4475.00	-0.22
4157	4364.00	-0.21
4168	4397.00	-0.21
4179	4477.00	-0.22
4190	4673.00	-0.23
4203	4604.00	-0.22
4214	4522.00	-0.22
4225	4470.00	-0.22
4237	4434.00	-0.22
4248	4444.00	-0.22
4259	4627.00	-0.23
4270	4496.00	-0.22
4282	4350.00	-0.21
4294	4437.00	-0.22
4312	4574.00	-0.22
4316	4584.00	-0.22
4328	4531.00	-0.22
4339	4471.00	-0.22
4350	4337.00	-0.21
4361	4430.00	-0.22
4373	4502.00	-0.22
4385	4454.00	-0.22
4396	4486.00	-0.22
4408	4585.00	-0.22
4419	4711.00	-0.23
4430	4737.00	-0.23
4441	4664.00	-0.23
4453	4605.00	-0.22
4464	4488.00	-0.22
4476	4555.00	-0.22
4487	4547.00	-0.22
4499	4367.00	-0.21
4510	4514.00	-0.22
4521	4611.00	-0.22
4532	4505.00	-0.22
4544	4582.00	-0.22
4555	4494.00	-0.22
4566	4497.00	-0.22
4579	4597.00	-0.22
4590	4507.00	-0.22
4607	4490.00	-0.22
4612	4526.00	-0.22
4624	4525.00	-0.22
4635	4512.00	-0.22
4646	4611.00	-0.22
4657	4595.00	-0.22
4670	4707.00	-0.23
4681	4651.00	-0.23
4692	4527.00	-0.22
4704	4562.00	-0.22
4715	4741.00	-0.23
4726	4761.00	-0.23
4737	4778.00	-0.23
4749	4726.00	-0.23
4761	4742.00	-0.23
4772	4700.00	-0.23
4783	4763.00	-0.23
4795	4725.00	-0.23
4806	4644.00	-0.23
4817	4629.00	-0.23
4828	4511.00	-0.22
4840	4548.00	-0.22
4852	4603.00	-0.22
4863	4634.00	-0.23
4875	4631.00	-0.23
4893	4603.00	-0.22
4897	4591.00	-0.22
4908	4624.00	-0.23
4920	4620.00	-0.23
4931	4723.00	-0.23
4943	4803.00	-0.23
4954	4700.00	-0.23
4966	4783.00	-0.23
4977	4861.00	-0.24
4988	4731.00	-0.23
4999	4707.00	-0.23
5011	4669.00	-0.23
