millis	raw	load
4019	5774.00	-0.28
4030	5847.00	-0.29
4041	6056.00	-0.30
4053	6087.00	-0.30
4064	6081.00	-0.30
4075	6050.00	-0.30
4086	5953.00	-0.29
4099	6009.00	-0.29
4110	6078.00	-0.30
4121	6070.00	-0.30
4132	6049.00	-0.30
4144	6100.00	-0.30
4155	6148.00	-0.30
4166	6060.00	-0.30
4178	6103.00	-0.30
4190	6040.00	-0.29
4201	5983.00	-0.29
4212	6002.00	-0.29
4224	6060.00	-0.30
4235	6058.00	-0.30
4331	5735.00	-0.28
4332	5878.00	-0.29
4337	5992.00	-0.29
4349	6136.00	-0.30
4360	6052.00	-0.30
4372	5781.00	-0.28
4383	5749.00	-0.28
4395	5880.00	-0.29
4406	5907.00	-0.29
4417	5955.00	-0.29
4428	5999.00	-0.29
4440	5996.00	-0.29
4451	5976.00	-0.29
4462	5902.00	-0.29
4474	5889.00	-0.29
4486	6038.00	-0.29
4497	6122.00	-0.30
4508	5996.00	-0.29
4520	5810.00	-0.28
4531	5848.00	-0.29
4542	6082.00	-0.30
4553	6081.00	-0.30
4566	5996.00	-0.29
4577	5839.00	-0.28
4588	5999.00	-0.29
4607	6106.00	-0.30
4611	6063.00	-0.30
4622	6062.00	-0.30
4633	6020.00	-0.29
4644	5950.00	-0.29
4657	5877.00	-0.29
4668	5913.00	-0.29
4679	5980.00	-0.29
4691	5848.00	-0.29
4702	5904.00	-0.29
4713	6063.00	-0.30
4724	6162.00	-0.30
4736	6099.00	-0.30
4748	5852.00	-0.29
4759	5931.00	-0.29
4770	6230.00	-0.30
4782	6150.00	-0.30
4793	5956.00	-0.29
4804	5908.00	-0.29
4815	6000.00	-0.29
4827	6114.00	-0.30
4839	6075.00	-0.30
4850	5972.00	-0.29
4862	5975.00	-0.29
4873	6006.00	-0.29
4884	6011.00	-0.29
4901	5959.00	-0.29
4907	5894.00	-0.29
4918	5939.00	-0.29
4930	6025.00	-0.29
4941	6011.00	-0.29
4953	5969.00	-0.29
4964	5867.00	-0.29
4975	5778.00	-0.28
4986	5914.00	-0.29
4998	5951.00	-0.29
5009	6021.00	-0.29
