millis	raw	load
4430	3992.00	-0.19
4441	4031.00	-0.20
4452	4038.00	-0.20
4464	3900.00	-0.19
4476	3834.00	-0.19
4487	3961.00	-0.19
4499	4016.00	-0.20
4510	3799.00	-0.19
4521	3853.00	-0.19
4532	3922.00	-0.19
4544	3810.00	-0.19
4555	3869.00	-0.19
4567	3964.00	-0.19
4578	4047.00	-0.20
4597	3808.00	-0.19
4601	3742.00	-0.18
4612	3801.00	-0.19
4623	3771.00	-0.18
4635	3863.00	-0.19
4646	3980.00	-0.19
4658	4069.00	-0.20
4670	3934.00	-0.19
4681	3777.00	-0.18
4692	3816.00	-0.19
4703	3934.00	-0.19
4715	3949.00	-0.19
4726	3889.00	-0.19
4737	3884.00	-0.19
4749	3808.00	-0.19
4761	3893.00	-0.19
4772	3972.00	-0.19
4783	3926.00	-0.19
4794	3922.00	-0.19
4806	3866.00	-0.19
4817	3998.00	-0.19
4828	3935.00	-0.19
4841	3845.00	-0.19
4852	3816.00	-0.19
4863	3877.00	-0.19
4880	3933.00	-0.19
4886	4006.00	-0.20
4897	3953.00	-0.19
4908	3814.00	-0.19
4919	3722.00	-0.18
4932	3914.00	-0.19
4943	3896.00	-0.19
4954	3724.00	-0.18
4965	3848.00	-0.19
4977	4017.00	-0.20
4988	4032.00	-0.20
4999	3951.00	-0.19
5011	3899.00	-0.19
